code,name,shares,weight,price,change_percent,amount,margin_ratio,market_cap,volatility,monthly_revenue,revenue_yoy,revenue_mom,revenue_momentum_rank,is_high_5d,is_high_20d,is_high_200d,currency
2303,聯電,30837000,1.08,74.5,1.2228260869565295,13617290734.0,2.51,937817644350.0,9.438517249435408,20830626.0,4.89,5.49,0.5560321715817694,False,False,False,TWD
8358,金居,5558000,0.94,359.5,-2.837837837837838,3236202954.0,36.75,90805386000.0,13.458516006286706,860691.0,42.81,46.53,0.8766756032171582,False,False,False,TWD
2317,鴻海,6927000,0.72,221.5,-1.5555555555555556,17199443102.0,1.59,3101753808800.0,5.5521509988969235,803737716.0,45.57,29.68,0.46809651474530833,False,False,False,TWD
8210,勤誠,1051000,0.6,1210.0,10.0,6406789725.0,11.99,151636232000.0,8.774869109947643,2506644.0,44.72,71.1,0.8541554959785522,True,True,True,TWD
6147,頎邦,7884000,0.54,145.0,8.208955223880597,2086232171.0,23.77,107966057500.0,15.320121951219518,2034617.0,11.45,11.92,0.6616621983914209,True,True,True,TWD
3443,創意,271000,0.52,4035.0,3.1969309462915603,7608248030.0,13.64,540738016500.0,11.56954487452148,3860470.0,33.47,62.98,0.8916890080428954,True,True,True,TWD
2404,漢唐,1091000,0.51,989.0,1.435897435897436,4484583428.0,8.72,188490246300.0,7.9008857251535085,7692593.0,100.57,76.15,0.7646112600536193,False,False,False,TWD
5439,高技,2880000,0.5,365.5,-2.921646746347941,3566956412.0,35.98,33982618350.0,11.90028901734104,913646.0,60.31,78.18,0.30563002680965146,False,False,False,TWD
3264,欣銓,4896000,0.48,210.0,6.329113924050633,4849608333.0,6.76,102935721000.0,13.250140213123949,1421480.0,27.01,23.98,0.749597855227882,True,True,True,TWD
8996,高力,535000,0.28,1125.0,-7.024793388429752,1690927530.0,20.35,104043262500.0,14.011599806669889,1273121.0,205.34,237.61,0.9715817694369974,False,False,False,TWD
7769,鴻勁,97000,0.22,4730.0,-1.6632016632016633,6968726420.0,0.0,851068900000.0,9.672414821886747,4288436.0,111.26,81.09,,False,False,False,TWD
6191,精成科,3985000,0.2,109.0,1.8691588785046727,1882984862.0,19.46,54424027000.0,8.706779746073167,3364786.0,78.22,80.88,0.4428954423592493,False,False,False,TWD
2481,強茂,3651000,0.17,100.0,0.0,1980011475.0,14.96,38211490000.0,10.655941208600229,1242276.0,19.13,11.37,0.5699731903485254,False,False,False,TWD
3211,順達,916000,0.16,381.5,-3.1725888324873095,7296390542.0,18.18,58874148200.0,11.615469007131102,1468139.0,76.33,41.54,0.3024128686327078,False,False,False,TWD
3376,新日興,1561000,0.16,213.0,-0.9302325581395349,2283224551.0,28.67,41697689400.0,9.287812041116005,805570.0,-9.59,-16.14,0.2450402144772118,False,False,False,TWD
6415,矽力*-KY,660000,0.14,436.0,4.9338146811071,2360862003.0,5.77,169446165191.6264,11.30448540463571,1777349.0,12.03,18.69,0.4809651474530831,True,True,True,TWD
4966,譜瑞-KY,370000,0.11,649.0,8.166666666666666,5119473143.0,27.91,51957512200.0,7.980168756256854,1477104.0,3.35,-3.88,0.4058981233243968,True,True,False,TWD
3324,雙鴻,170000,0.1,1215.0,9.95475113122172,11280796660.0,25.4,113085882000.0,9.587880599990035,3329237.0,91.72,93.68,0.9206434316353888,True,True,True,TWD
6488,環球晶,332000,0.09,582.0,1.7482517482517483,5526572138.0,3.09,278262173400.0,10.75061025223759,5445917.0,0.09,-10.32,0.3227882037533512,False,False,False,TWD
2313,華通,764000,0.08,214.5,-3.5955056179775284,23352037708.0,14.31,255645518700.0,12.444487352770807,6943219.0,11.12,16.84,0.4697050938337802,False,False,False,TWD
3217,優群,780000,0.07,177.0,-5.093833780160858,697324174.0,14.08,15948443400.0,5.0163576881134135,353819.0,4.9,2.63,0.23163538873994638,False,False,False,TWD
1303,南亞,1373000,0.06,85.9,0.8215962441314587,4717025323.0,2.19,681257575440.0,11.309559484566975,27167406.0,18.05,4.64,0.6621983914209115,False,False,False,TWD
2002,中鋼,5160000,0.05,19.0,-0.7832898172323686,841446440.0,0.86,299689451000.0,3.4749524413443194,28622383.0,-2.3,-4.81,0.5453083109919571,False,False,False,TWD
1319,東陽,508000,0.02,75.2,-0.5291005291005179,111066644.0,3.62,44479077920.0,4.187857098009673,2045347.0,-19.85,-22.76,0.36193029490616624,False,False,False,TWD
1815,富喬,107000,0.01,108.5,0.4629629629629629,3861955757.0,43.96,63460152700.0,12.634591795011584,681209.0,33.01,36.08,0.8729222520107238,False,False,False,TWD
2357,華碩,15000,0.0,585.0,-2.1739130434782608,3241542438.0,1.27,434514775500.0,4.287690179806362,86083764.0,33.84,41.08,0.6568364611260054,False,False,False,TWD
2439,美律,15000,0.0,86.7,0.0,257165912.0,5.03,22006792230.0,3.8051311617180756,3908500.0,24.04,23.86,0.2230563002680965,False,False,False,TWD
4979,華星光,1000,0.0,604.0,6.525573192239858,2247808047.0,30.55,85198005200.0,12.236522091609242,451568.0,20.18,11.86,0.7056300268096515,False,False,False,TWD
5347,世界,61000,0.0,140.5,3.308823529411765,5410075460.0,2.52,262324487100.0,10.717084639498434,4940712.0,7.28,4.87,0.5758713136729222,False,False,False,TWD
